user_id,budget,available_days,distance_preference,num_travelers,activity_type,season,start_latitude,start_longitude,selected_attractions,total_time_hours,total_budget
1131,38730.2,4,201.87,4,historical,3,7.77338,81.159865,"['34', '95', '13', '11', '96', '33', '9', '12', '36', '10']",28.4,31621.21
1132,22680.8,7,76.85,2,adventure,1,6.514115,81.149953,"['40', '30', '32', '31', '29', '92', '62', '25', '55', '45', '54', '42']",45.92,13693.41
1133,282531.56,5,246.3,3,cultural,3,5.993872,80.566832,"['18', '15', '34', '16', '17', '36', '33', '67', '70', '59', '77', '82']",21.32,258893.5
1134,12072.62,5,434.79,2,beach,2,6.341822,79.892936,"['8', '4', '1', '5', '6', '7', '2', '31', '32', '3', '29', '108']",27.76,8597.47
1135,44154.02,3,106.49,2,mixed,1,8.931827,81.01779,"['83', '64', '81', '8', '90', '77', '96']",19.23,34267.33
1136,112500.93,7,391.04,2,relaxation,1,6.83696,80.474569,"['3', '1', '2', '6', '7', '83', '81', '61', '74', '46', '34', '10']",45.68,78668.7
1137,85016.84,7,271.25,1,cultural,1,6.343538,79.500838,"['17', '16', '36', '65', '74', '34', '15', '48', '33', '18', '73', '92']",35.49,56022.55
1138,10368.37,7,492.52,1,relaxation,2,8.936708,81.249983,"['64', '8', '83', '96', '95', '14', '36', '10', '4', '31', '32', '29']",36.03,6780.38
1139,27990.73,5,396.58,2,mixed,1,6.024062,80.020533,"['1', '6', '2', '3', '7', '83', '10', '46', '61', '36', '81', '34']",20.85,17821.01
1140,48496.86,5,242.84,1,historical,3,6.522524,81.119803,"['10', '34', '33', '36', '95', '13', '96', '11', '67', '9', '12', '117']",36.99,30246.13
1141,38596.94,2,477.12,4,relaxation,1,6.751785,80.112448,"['3', '1', '6', '2', '7']",11.33,24593.28
1142,74077.52,3,476.75,2,cultural,3,8.88932,80.810661,"['15', '34', '33', '16', '17', '121', '36']",23.56,63746.1
1143,128575.38,4,427.5,2,adventure,3,7.410383,80.595278,"['40', '47', '50', '54', '113', '92', '111', '31', '29', '32']",26.81,88218.94
1144,27453.06,2,89.63,3,relaxation,2,6.94823,80.273667,"['117', '115', '36', '34', '35']",11.67,17232.17
1145,421086.22,3,365.72,1,adventure,1,8.715528,80.569036,"['92', '87', '98', '42', '94', '88', '86']",11.07,288402.54
1146,90156.53,5,326.56,1,mixed,3,8.154675,81.039741,"['96', '95', '34', '13', '11', '9', '33', '12', '35', '36', '108', '5']",29.48,60220.99
1147,65759.23,2,381.64,1,wildlife,3,6.750305,80.044419,"['35', '122', '53', '43', '16']",6.35,50234.11
1148,43703.03,3,217.97,1,cultural,3,7.685477,81.887957,"['15', '34', '67', '70', '33', '16', '17']",22.12,39014.36
1149,56481.78,14,286.49,2,cultural,3,8.171675,79.857661,"['16', '17', '36', '15', '34', '33', '18', '48', '121', '73', '64', '59']",73.91,38241.0
1150,315521.58,7,149.09,2,mixed,2,6.244649,81.664979,"['4', '117', '63', '53', '51', '108', '7', '115', '2', '10', '62', '8']",28.68,250664.83
1151,63774.44,4,350.87,2,historical,2,7.275712,81.177073,"['117', '64', '116', '34', '115', '33', '95', '10', '13', '96']",18.81,60409.4
1152,22064.34,4,175.19,1,relaxation,3,8.175932,80.549826,"['96', '95', '13', '34', '12', '36', '5', '33', '35', '9']",28.5,17595.8
1153,327236.28,3,66.47,1,mixed,3,8.155432,80.605888,"['9', '12', '13', '96', '95', '11', '34']",21.14,282058.74
1154,67638.81,2,64.86,4,historical,1,6.177905,81.518621,"['61', '19', '74', '117', '10']",8.84,52129.69
1155,292983.88,7,355.36,2,historical,3,6.228323,80.493309,"['10', '34', '36', '33', '95', '13', '96', '9', '11', '67', '12', '77']",48.52,199218.04
1156,49548.35,3,183.97,1,cultural,2,6.506158,81.681187,"['73', '71', '119', '82', '48', '64', '15']",21.43,30224.87
1157,56118.64,10,323.36,4,beach,1,8.022536,79.996445,"['1', '3', '6', '7', '2', '5', '90', '8', '108', '92', '83', '4']",65.94,39175.22
1158,146361.7,2,91.67,1,mixed,2,9.516706,80.351444,"['64', '85', '116', '14', '8']",13.42,98788.25
1159,114430.97,4,476.43,1,historical,1,6.373122,80.555153,"['61', '83', '81', '74', '46', '10', '34', '36', '33', '117']",12.82,108338.81
1160,57659.92,1,443.63,1,beach,1,9.318584,80.159694,"['3', '1', '6', '2', '7']",3.41,47167.45
1161,54726.93,7,394.0,1,cultural,2,6.536547,80.506953,"['73', '48', '64', '119', '71', '106', '16', '17', '82', '15', '34', '36']",24.37,45724.72
1162,37501.22,2,372.78,2,historical,3,8.456202,80.069993,"['96', '95', '34', '12', '13']",12.24,25135.66
1163,38480.72,10,488.58,5,mixed,1,7.269917,79.88464,"['83', '1', '6', '7', '3', '2', '46', '36', '95', '10', '81', '96']",34.64,31942.97
1164,81423.23,3,183.5,1,relaxation,1,8.173052,80.205275,"['81', '83', '46', '96', '3', '95', '12']",13.91,76860.27
1165,20630.46,5,228.18,2,historical,1,9.64652,81.058411,"['83', '64', '46', '14', '81', '96', '95', '13', '34', '36', '12', '104']",21.07,13221.54
1166,497669.17,1,428.39,1,relaxation,1,9.337835,79.545305,"['83', '81', '46', '3', '1']",6.19,311204.45
1167,109816.16,3,482.97,1,cultural,3,7.587429,80.753117,"['15', '34', '33', '16', '17', '36', '67']",9.56,69578.2
1168,45889.96,4,489.82,4,mixed,1,7.37023,81.370878,"['1', '7', '2', '83', '3', '6', '81', '46', '61', '74']",31.19,29049.31
1169,349815.85,7,103.66,1,cultural,3,6.135524,79.88738,"['17', '36', '16', '18', '34', '15', '33', '10', '115', '47', '118', '67']",44.98,275719.06
1170,16970.61,10,459.46,2,mixed,2,9.486099,81.777542,"['64', '8', '83', '96', '14', '95', '4', '10', '36', '34', '5', '31']",70.79,11439.95
1171,260647.93,14,373.83,2,cultural,3,7.002786,79.744254,"['17', '16', '36', '34', '15', '33', '18', '67', '59', '70', '121', '77']",93.26,179464.78
1172,78932.07,4,418.2,1,relaxation,1,6.86314,80.104416,"['3', '1', '6', '2', '7', '83', '81', '61', '46', '74']",14.79,60988.41
1173,389419.56,2,293.87,1,relaxation,3,9.054433,80.590554,"['96', '12', '14', '77', '100']",9.88,356780.22
1174,82577.73,2,435.67,1,wildlife,3,7.695856,80.244842,"['35', '122', '53', '43', '85']",12.93,66033.27
1175,252561.05,2,110.41,2,cultural,3,8.790089,79.992205,"['101', '121', '77', '116', '15']",11.11,204666.6
1176,98561.66,7,95.87,1,wildlife,1,6.164661,80.644085,"['53', '7', '2', '1', '91', '35', '6', '61', '23', '3', '26', '27']",40.19,71948.99
1177,131281.4,1,342.28,1,beach,3,6.053812,81.876907,"['63', '108', '5', '118', '56']",5.96,96951.29
1178,89743.81,3,248.86,3,adventure,1,6.807046,81.603819,"['92', '42', '40', '32', '30', '31', '87']",15.23,63512.58
1179,222627.67,5,430.23,2,wildlife,2,5.968292,79.984287,"['85', '35', '53', '122', '55', '120', '32', '31', '29', '72', '117', '30']",20.04,195220.82
1180,330402.45,2,478.74,2,relaxation,1,5.988019,80.568129,"['2', '1', '7', '3', '6']",9.92,222268.79
1181,135688.57,10,89.42,1,mixed,3,6.995581,80.834767,"['34', '33', '35', '108', '95', '36', '13', '10', '56', '5', '117', '11']",31.32,127881.76
1182,42241.3,4,251.5,2,wildlife,1,8.493767,80.991388,"['35', '85', '122', '83', '92', '43', '105', '104', '75', '81']",17.1,27979.03
1183,23508.85,5,101.64,2,cultural,3,7.42628,80.888651,"['15', '34', '33', '16', '17', '36', '73', '18', '59', '48', '67', '70']",27.11,22076.07
1184,263812.56,3,275.8,2,historical,3,7.454981,79.843996,"['34', '36', '95', '96', '33', '13', '10']",16.28,230527.56
1185,199924.64,4,141.01,1,mixed,3,9.33175,80.478267,"['14', '100', '101', '96', '12', '43', '77', '9', '13', '95']",22.71,129892.1
1186,94034.28,4,220.38,2,adventure,1,5.932036,80.437229,"['92', '42', '55', '32', '31', '47', '40', '29', '30', '87']",30.74,64220.27
1187,130283.7,10,123.02,1,historical,1,6.321303,79.872079,"['10', '61', '36', '74', '3', '34', '81', '6', '46', '33', '83', '1']",38.15,97954.56
1188,18749.17,2,177.59,2,wildlife,3,6.596937,79.975723,"['35', '53', '122', '17', '16']",15.33,13187.06
1189,68073.12,2,305.56,3,historical,2,6.531816,80.222353,"['117', '115', '64', '10', '116']",8.01,41937.87
1190,13090.36,2,127.62,2,mixed,3,9.362354,80.648237,"['14', '96', '100', '12', '95']",11.29,9024.7
1191,142463.46,5,301.78,5,relaxation,3,9.442161,80.285571,"['14', '96', '12', '100', '95', '13', '43', '34', '9', '101', '11', '33']",18.76,108901.03
1192,41415.58,5,284.12,3,mixed,1,7.139409,80.047602,"['3', '1', '6', '2', '7', '83', '46', '81', '36', '34', '5', '95']",20.74,25509.32
1193,276785.11,1,451.45,3,mixed,3,7.632751,80.583667,"['34', '13', '96', '35', '95']",6.83,241955.08
1194,180949.67,1,139.28,6,beach,3,9.017107,81.664343,"['100', '8', '51', '108', '90']",4.83,134291.81
1195,348587.59,1,391.74,1,historical,2,5.94173,81.271437,"['117', '64', '115', '10', '116']",5.17,319325.32
1196,112194.65,7,242.61,5,beach,1,7.485979,81.75003,"['7', '2', '1', '3', '6', '108', '4', '90', '8', '51', '5', '63']",36.66,69296.88
1197,16022.53,3,298.82,1,beach,1,7.393815,81.544228,"['7', '1', '2', '6', '3', '108', '4']",15.69,14506.39
1198,65781.54,14,299.35,5,cultural,3,9.594129,81.891418,"['15', '34', '16', '17', '36', '33', '93', '121', '64', '70', '18', '73']",69.0,53037.91
1199,16940.62,2,291.52,2,relaxation,3,7.125581,81.89489,"['108', '34', '10', '95', '96']",11.79,14208.1
1200,126198.82,4,84.69,6,mixed,2,8.607882,80.885231,"['64', '8', '51', '116', '77', '85', '12', '83', '117', '96']",19.41,116530.76
1201,93935.29,4,277.91,5,wildlife,3,8.96097,79.561325,"['43', '122', '35', '85', '53', '109', '96', '14', '107', '12']",29.96,75293.12
1202,113114.04,1,433.75,2,adventure,3,8.279779,81.065948,"['40', '50', '47', '111', '54']",6.53,81974.28
1203,30630.26,5,314.91,2,cultural,2,7.938059,80.433398,"['48', '73', '64', '106', '116', '119', '15', '34', '16', '71', '17', '36']",23.79,24082.54
1204,118669.77,10,378.46,3,relaxation,2,9.481108,80.276066,"['64', '8', '85', '116', '117', '51', '4', '14', '96', '83', '95', '12']",73.66,84275.68
1205,44631.02,7,178.2,2,adventure,2,9.423595,81.589165,"['99', '102', '52', '29', '31', '32', '86', '88', '30', '98', '94', '45']",50.02,29893.07
1206,209103.96,7,273.3,3,beach,2,9.529875,81.506567,"['8', '51', '4', '100', '90', '97', '64', '99', '108', '5', '79', '3']",40.19,175930.1
1207,21566.77,10,137.76,2,beach,1,8.99024,80.322869,"['83', '8', '5', '1', '90', '6', '7', '3', '2', '92', '46', '96']",39.35,17276.76
1208,321447.51,1,194.36,2,cultural,3,6.742746,79.923865,"['17', '16', '36', '15', '34']",3.46,245869.72
1209,18611.22,2,113.83,1,historical,3,7.456402,80.314336,"['95', '34', '33', '36', '13']",8.95,11172.24
1210,107640.02,4,154.03,3,relaxation,2,7.597982,80.188886,"['117', '115', '64', '95', '116', '85', '8', '34', '35', '33']",20.87,89767.54
1211,383353.89,4,96.13,4,wildlife,2,7.724803,81.088413,"['73', '35', '85', '22', '117', '68', '29', '71', '31', '102']",15.72,364006.45
1212,48303.54,4,498.55,8,beach,3,8.068171,80.594911,"['5', '108', '118', '100', '63', '56', '8', '1', '3', '2']",17.44,38178.28
1213,146396.27,4,343.51,1,beach,2,6.600005,80.68926,"['4', '51', '8', '1', '2', '3', '7', '6', '5', '108']",27.46,113800.01
1214,119325.24,2,403.63,4,beach,1,9.493835,80.263897,"['3', '1', '90', '6', '2']",6.8,78914.99
1215,465872.62,5,146.26,2,mixed,1,9.319691,81.592188,"['90', '83', '64', '81', '93', '100', '8', '77', '51', '46', '12', '11']",17.51,376798.61
1216,46020.41,10,375.21,2,adventure,2,8.988825,80.38705,"['31', '29', '32', '102', '30', '52', '86', '62', '45', '55', '92', '94']",56.05,37533.58
1217,78740.16,3,255.19,1,adventure,3,7.025263,81.854955,"['40', '47', '50', '54', '32', '31', '30']",18.39,54469.03
1218,20283.22,7,317.2,2,wildlife,1,9.527292,81.355251,"['83', '35', '92', '85', '104', '25', '98', '46', '64', '78', '105', '90']",25.31,12264.52
1219,90203.62,7,169.69,2,historical,3,9.751778,81.525285,"['93', '14', '96', '12', '77', '13', '95', '11', '64', '9', '34', '33']",37.24,69456.0
1220,421666.07,2,269.52,8,relaxation,2,8.851278,80.504544,"['64', '8', '85', '116', '51']",6.78,331194.4
1221,32963.76,1,166.82,3,historical,2,7.490352,81.206772,"['117', '64', '34', '13', '33']",4.86,22249.03
1222,181031.42,4,96.05,1,beach,1,6.393961,81.084098,"['7', '2', '1', '6', '3', '108', '63', '4', '56', '25']",30.56,133883.93
1223,32498.44,3,130.86,2,historical,2,6.293291,80.384381,"['117', '10', '115', '36', '34', '61', '33']",20.97,27731.42
1224,28913.84,10,455.39,3,beach,2,9.384176,80.79087,"['8', '4', '5', '108', '64', '1', '31', '29', '32', '7', '48', '6']",32.8,24065.39
1225,27564.95,1,262.86,2,relaxation,2,6.315741,80.72281,"['117', '4', '64', '115', '10']",4.29,22652.2
1226,247962.47,7,405.16,4,cultural,3,9.453403,81.499608,"['15', '93', '34', '77', '33', '121', '70', '67', '16', '17', '36', '101']",55.82,195424.98
1227,159180.52,5,168.3,8,relaxation,1,6.304708,79.861382,"['3', '6', '1', '2', '7', '61', '10', '74', '36', '118', '81', '46']",36.81,102077.69
1228,104517.4,7,279.95,3,adventure,3,6.204774,79.642642,"['47', '40', '50', '113', '54', '92', '31', '32', '55', '120', '29', '30']",24.66,88079.5
1229,54466.72,7,98.0,2,adventure,2,7.637498,81.005092,"['29', '31', '32', '30', '45', '102', '41', '40', '55', '92', '73', '62']",47.09,45586.28
1230,108970.85,3,341.87,2,beach,2,6.62241,81.846849,"['4', '51', '8', '108', '7', '63', '2']",21.91,79498.78
1231,81467.96,3,209.69,2,adventure,3,9.632618,79.594487,"['111', '50', '47', '40', '86', '54', '94']",12.7,58414.1
1232,433141.5,2,390.44,6,relaxation,3,7.530238,81.186997,"['34', '33', '13', '35', '9']",6.1,373055.87
1233,133295.11,5,55.32,2,mixed,1,8.408999,80.989632,"['83', '81', '8', '77', '64', '11', '9', '12', '13', '75', '96', '51']",28.07,103647.5
1234,300731.25,1,429.1,4,adventure,3,6.24357,81.442338,"['40', '47', '50', '54', '113']",4.44,220137.21
1235,330393.78,3,274.56,5,wildlife,2,9.102834,80.455304,"['85', '43', '35', '122', '97', '64', '94']",21.09,285878.73
1236,133182.61,2,216.44,2,mixed,1,9.713747,80.597026,"['83', '81', '90', '46', '14']",12.93,97245.25
1237,362823.52,4,54.28,2,historical,1,9.291643,81.398246,"['64', '93', '77', '83', '98', '104', '81', '90', '97', '79']",15.5,344196.1
1238,331655.3,10,497.35,8,historical,2,6.400367,79.861627,"['117', '64', '115', '116', '10', '36', '34', '33', '95', '96', '13', '12']",66.42,242353.61
1239,106374.77,4,321.05,1,mixed,1,9.237601,79.65234,"['83', '81', '46', '3', '1', '6', '2', '7', '14', '96']",14.6,85795.21
1240,14376.52,7,95.87,1,historical,3,8.265332,81.271511,"['95', '96', '13', '34', '64', '83', '11', '36', '14', '12', '33', '10']",46.79,8727.54
1241,53419.07,2,79.4,4,cultural,3,6.421008,80.305813,"['16', '17', '18', '36', '34']",9.65,44884.02
1242,496070.79,5,228.21,1,mixed,1,7.431295,81.71363,"['7', '81', '74', '2', '3', '1', '83', '6', '61', '67', '117', '4']",38.46,371650.35
1243,176968.7,1,395.72,2,historical,1,7.132191,80.11028,"['81', '61', '74', '83', '46']",7.11,131826.86
1244,25396.81,5,407.57,2,wildlife,1,6.958483,79.826772,"['35', '92', '122', '1', '53', '3', '85', '6', '25', '83', '2', '7']",27.48,16221.84
1245,104055.5,3,175.49,1,adventure,1,8.988214,80.453948,"['92', '98', '87', '42', '94', '86', '88']",16.73,76138.99
1246,436693.35,10,246.45,4,wildlife,2,6.819936,80.88803,"['85', '35', '53', '32', '31', '29', '30', '117', '55', '122', '73', '45']",50.79,358603.49
1247,46967.33,7,498.54,2,mixed,3,8.362379,79.915988,"['96', '95', '34', '36', '10', '14', '5', '13', '12', '33', '35', '108']",30.5,33948.34
1248,72287.98,3,318.49,2,mixed,3,6.99766,81.008445,"['34', '33', '10', '35', '95', '108', '36']",12.53,46319.63
1249,12362.82,7,369.05,1,adventure,1,6.043396,80.908629,"['92', '32', '31', '40', '29', '30', '62', '102', '54', '7', '25', '1']",53.11,9317.5
1250,231676.42,7,71.63,2,cultural,3,8.551449,80.138467,"['121', '101', '116', '59', '106', '77', '15', '34', '33', '96', '12', '16']",37.22,163699.26
1251,213145.13,5,372.12,4,beach,1,7.673237,79.929358,"['3', '1', '6', '2', '7', '5', '90', '118', '92', '8', '108', '51']",27.95,142197.55
1252,26436.41,2,445.17,6,relaxation,2,6.298127,81.649003,"['4', '117', '64', '8', '51']",14.18,20904.64
1253,68527.65,14,155.11,4,wildlife,1,8.474056,81.844343,"['35', '83', '75', '92', '105', '85', '25', '78', '104', '98', '90', '8']",63.57,58491.47
1254,304342.8,7,136.09,1,beach,3,9.353525,80.383922,"['100', '5', '8', '103', '14', '108', '121', '107', '101', '111', '51', '96']",51.47,224122.04
1255,202214.28,5,448.65,1,adventure,3,5.963259,80.256771,"['47', '40', '50', '54', '113', '92', '55', '111', '32', '31', '120', '29']",16.3,147201.91
1256,335892.66,5,156.95,2,cultural,1,6.28152,80.947516,"['65', '74', '18', '15', '82', '34', '119', '33', '16', '17', '71', '73']",29.54,233617.74
1257,73605.22,2,260.38,5,mixed,3,7.890669,79.662092,"['96', '122', '95', '34', '5']",10.24,68345.76
1258,46686.01,7,476.68,4,wildlife,2,8.732251,80.513848,"['85', '35', '64', '122', '73', '43', '31', '48', '29', '32', '97', '8']",27.68,43937.21
1259,468758.32,3,393.59,4,cultural,1,6.270784,80.852667,"['65', '74', '15', '34', '18', '33', '16']",19.95,352385.2
1260,17786.17,3,495.77,2,beach,3,6.16477,81.470701,"['108', '5', '63', '118', '7', '1', '2']",12.22,16644.74
1261,212121.65,4,208.02,1,cultural,2,7.327747,80.618663,"['73', '48', '71', '64', '115', '15', '106', '34', '60', '33']",30.55,159867.22
1262,36159.01,5,226.78,1,adventure,3,6.965256,81.02734,"['40', '54', '47', '50', '32', '31', '29', '30', '113', '92', '45', '55']",17.52,34077.42
1263,73732.47,1,287.55,2,cultural,2,8.815017,80.161151,"['64', '116', '73', '60', '48']",5.83,66724.37
1264,117897.87,4,425.14,3,relaxation,1,7.056364,80.084301,"['3', '1', '6', '2', '7', '83', '81', '61', '46', '74']",17.55,75315.37
1265,238171.42,3,170.08,1,mixed,3,9.69436,81.354236,"['100', '93', '77', '14', '96', '12', '9']",22.64,219534.53
1266,35769.04,7,472.98,2,cultural,3,6.262675,80.510997,"['16', '17', '36', '15', '34', '18', '33', '48', '73', '70', '67', '121']",44.02,27105.89
1267,86757.39,2,171.77,4,mixed,3,7.325175,81.306497,"['34', '108', '67', '33', '13']",15.43,74544.83
1268,82845.48,2,434.82,1,beach,1,7.955923,79.690108,"['3', '1', '6', '2', '7']",6.81,75711.55
1269,77691.78,3,268.66,2,relaxation,3,6.368191,81.272559,"['10', '34', '108', '53', '33', '63', '35']",20.91,64955.56
1270,145817.27,5,218.18,2,cultural,1,6.235795,79.893089,"['65', '74', '17', '16', '36', '34', '15', '18', '33', '48', '115', '73']",30.16,99473.24
1271,92030.36,2,151.32,2,cultural,1,7.702631,81.236952,"['73', '74', '15', '34', '65']",9.37,79191.76
1272,346132.3,5,437.07,1,cultural,2,8.0876,80.094473,"['48', '73', '64', '106', '116', '60', '71', '115', '119', '82', '15', '34']",25.3,225794.54
1273,259233.69,5,87.97,2,mixed,2,9.181779,81.45478,"['64', '8', '51', '93', '77', '100', '116', '90', '85', '79', '97', '117']",26.12,241061.73
1274,38132.58,10,378.32,5,beach,3,7.912353,81.613778,"['108', '5', '8', '118', '63', '4', '1', '7', '100', '40', '2', '6']",31.13,31444.33
1275,141788.64,2,281.83,2,relaxation,1,9.493515,81.829688,"['90', '83', '81', '64', '46']",13.39,88474.38
1276,20937.14,5,76.81,3,mixed,2,8.964508,80.929407,"['64', '8', '83', '116', '96', '85', '97', '14', '12', '95', '13', '51']",37.35,19006.78
1277,385723.61,4,374.62,2,mixed,3,9.639844,79.503085,"['14', '96', '12', '95', '43', '34', '100', '13', '9', '122']",25.56,329321.77
1278,41003.58,5,325.54,4,wildlife,2,8.955378,79.733193,"['85', '35', '43', '122', '64', '48', '97', '73', '31', '29', '32', '116']",35.66,35388.97
1279,252873.45,14,106.97,1,mixed,1,5.904765,80.872017,"['7', '2', '61', '1', '6', '3', '10', '53', '74', '63', '34', '117']",66.24,194403.7
1280,30507.03,7,397.07,3,historical,3,6.16603,80.033661,"['10', '36', '95', '34', '96', '33', '13', '14', '12', '11', '9', '83']",54.89,22177.66
1281,103433.68,7,348.81,2,beach,1,8.913786,79.844976,"['3', '1', '6', '2', '7', '90', '8', '5', '100', '108', '92', '83']",53.16,77424.27
1282,18626.91,1,470.33,2,relaxation,1,6.05316,81.594863,"['7', '1', '2', '6', '3']",3.38,15918.81
1283,37554.68,7,357.68,4,beach,2,8.244885,81.224648,"['8', '4', '51', '108', '5', '1', '7', '73', '2', '3', '6', '64']",22.67,28736.32
1284,22486.89,4,395.22,3,wildlife,1,6.720807,80.167388,"['35', '92', '53', '1', '3', '6', '122', '25', '2', '7']",20.12,15085.05
1285,58532.78,1,139.64,2,mixed,2,6.771412,79.74718,"['115', '117', '36', '118', '3']",3.17,39726.47
1286,121890.16,3,278.12,1,mixed,2,6.250954,81.386424,"['117', '4', '64', '51', '8', '115', '10']",23.92,95552.25
1287,44421.3,5,408.96,2,cultural,3,7.611639,80.711934,"['15', '34', '16', '17', '33', '36', '18', '70', '67', '59', '121', '73']",39.82,42130.0
1288,31346.06,3,396.22,2,beach,3,8.453459,80.547074,"['5', '108', '100', '118', '63', '8', '56']",20.31,27050.41
1289,461536.35,5,333.09,1,beach,1,8.881278,81.126987,"['90', '3', '1', '2', '7', '6', '8', '51', '100', '108', '5', '4']",16.15,306864.33
1290,484618.49,5,228.26,8,historical,3,8.577011,80.281077,"['96', '12', '95', '13', '9', '34', '11', '33', '14', '77', '101', '36']",19.34,351392.0
1291,109960.42,3,218.38,1,mixed,1,8.742555,80.804645,"['83', '81', '46', '64', '90', '3', '96']",9.71,99001.02
1292,17952.67,4,148.39,5,mixed,1,7.541914,80.585639,"['83', '95', '81', '34', '3', '1', '7', '6', '46', '2']",21.4,14756.1
1293,23751.17,5,140.22,1,relaxation,2,6.69603,80.925331,"['117', '4', '34', '10', '108', '7', '32', '8', '36', '64', '95', '31']",23.11,16004.89
1294,107049.4,5,110.66,1,cultural,1,6.060104,80.16767,"['65', '18', '74', '1', '17', '16', '36', '6', '2', '34', '3', '15']",32.9,81294.36
1295,294012.58,7,63.58,1,cultural,3,8.38761,79.621019,"['106', '116', '101', '59', '121', '109', '34', '15', '16', '33', '17', '36']",46.91,269009.68
1296,39150.24,3,493.17,2,historical,2,9.249123,80.243981,"['64', '116', '117', '96', '14', '83', '95']",17.4,24091.75
1297,66517.48,10,408.83,1,wildlife,2,8.969851,81.103703,"['85', '64', '35', '97', '8', '73', '122', '43', '31', '29', '32', '48']",45.6,46497.31
1298,88130.85,5,463.98,2,cultural,3,8.42477,81.496568,"['15', '34', '33', '16', '17', '70', '36', '67', '77', '121', '18', '93']",24.39,53199.86
1299,22852.02,4,245.79,4,beach,3,8.791151,81.160904,"['5', '108', '100', '8', '118', '63', '96', '4', '95', '90']",28.81,16895.46
1300,108999.57,10,463.2,1,beach,3,7.559667,80.468643,"['5', '108', '118', '63', '100', '56', '1', '3', '2', '6', '7', '8']",36.72,85292.46
1301,55924.35,4,210.77,4,relaxation,3,9.787207,80.139987,"['14', '96', '100', '12', '43', '95', '13', '101', '34', '9']",25.95,33921.86
1302,212988.57,4,342.11,1,beach,3,7.930269,80.888479,"['5', '108', '100', '118', '63', '56', '8', '51', '3', '4']",14.12,184371.13
1303,208941.45,3,317.97,8,cultural,2,7.08836,81.532501,"['71', '73', '64', '48', '119', '60', '82']",9.02,148393.43
1304,375279.52,5,63.18,5,relaxation,3,8.012733,81.484222,"['11', '67', '9', '13', '77', '51', '33', '34', '108', '12', '95', '35']",30.33,279837.75
1305,110817.72,4,334.41,3,adventure,2,6.119094,81.156561,"['55', '32', '31', '30', '29', '62', '120', '45', '41', '114']",29.7,103771.03
1306,485879.93,7,394.82,4,adventure,3,7.385675,79.647486,"['47', '50', '40', '54', '113', '92', '111', '120', '31', '32', '29', '55']",25.12,419016.01
1307,104422.19,3,326.93,2,wildlife,2,5.93986,81.136642,"['85', '53', '35', '72', '55', '32', '31']",13.41,80234.34
1308,15466.0,14,489.78,2,historical,1,9.776452,80.648718,"['83', '14', '96', '46', '95', '36', '10', '64', '34', '13', '31', '16']",68.65,9883.26
1309,30316.98,4,285.3,2,wildlife,2,7.602186,80.45988,"['85', '35', '31', '29', '32', '48', '122', '73', '30', '53']",20.08,18249.48
1310,25265.06,7,466.84,2,historical,3,9.157644,80.693412,"['96', '14', '95', '36', '34', '10', '13', '12', '33', '64', '83', '11']",33.31,16702.48
1311,96054.08,4,217.51,8,relaxation,1,6.11013,80.753575,"['7', '2', '1', '6', '3', '61', '74', '10', '81', '83']",16.85,63086.98
1312,40481.14,7,230.17,2,wildlife,3,9.336707,79.774658,"['43', '35', '122', '85', '14', '107', '96', '109', '53', '95', '16', '17']",55.11,24554.97
1313,362504.32,5,418.5,2,cultural,3,8.797825,80.435537,"['15', '34', '33', '121', '77', '16', '17', '36', '101', '67', '70', '59']",38.96,265043.97
1314,468698.89,4,434.81,3,relaxation,3,9.701866,80.890784,"['100', '14', '96', '12', '9', '34', '77', '13', '95', '11']",23.9,357500.22
1315,469524.9,7,238.41,2,cultural,2,7.380842,79.962513,"['48', '73', '115', '106', '64', '116', '71', '60', '16', '34', '15', '17']",52.86,420431.07
1316,448258.86,5,57.32,8,historical,2,5.928542,80.110781,"['10', '115', '61', '117', '55', '36', '1', '6', '120', '2', '72', '34']",23.26,406875.96
1317,73036.09,3,108.33,4,mixed,2,7.297473,80.205699,"['117', '115', '35', '34', '95', '33', '5']",20.6,55681.71
1318,111759.99,3,473.78,2,relaxation,1,6.320476,80.488177,"['1', '2', '3', '6', '7', '61', '81']",23.8,75097.61
1319,134433.29,5,468.56,2,adventure,1,9.615679,81.04946,"['92', '98', '42', '87', '99', '111', '88', '94', '86', '31', '29', '32']",23.01,110385.93
1320,144551.31,3,421.42,2,mixed,1,8.402794,80.480142,"['83', '81', '3', '1', '46', '2', '6']",23.15,131716.32
1321,347369.41,7,266.34,2,adventure,3,6.521368,80.916659,"['40', '47', '54', '50', '113', '32', '55', '31', '30', '92', '29', '62']",35.29,228676.57
1322,34001.05,4,371.85,1,wildlife,1,7.443604,81.533955,"['35', '53', '92', '85', '122', '25', '26', '105', '78', '83']",14.88,20658.64
1323,251949.09,3,461.28,2,historical,1,6.175009,81.812117,"['61', '74', '81', '83', '46', '10', '34']",9.92,231990.16
1324,34880.86,2,462.5,3,mixed,2,7.442,81.3935,"['117', '64', '4', '8', '51']",13.61,24879.28
1325,17893.2,5,456.23,1,mixed,3,8.036122,81.315897,"['95', '96', '34', '10', '36', '14', '13', '5', '108', '33', '35', '12']",32.44,11681.59
1326,131303.31,7,134.14,1,wildlife,1,6.818978,79.678025,"['35', '92', '3', '122', '6', '1', '2', '26', '53', '24', '17', '23']",45.99,109383.24
